Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Kimble County, Texas",48,267,41095.0,52.6,49.5,55.3,55.0,776.0,354.0,452.0,214.0,388.0,77.0,14.0
"Martin County, Texas",48,317,71115.0,31.7,31.9,31.1,46.0,901.0,152.0,478.0,186.0,448.0,18.0,7.0
"Doña Ana County, New Mexico",35,013,39114.0,32.9,31.8,34.3,2279.0,22834.0,5600.0,20707.0,10014.0,20740.0,1942.0,2172.0
"Oglala Lakota County, South Dakota",46,102,27804.0,25.2,24.5,26.1,0.0,1357.0,440.0,1926.0,570.0,680.0,18.0,12.0
"Polk County, Texas",48,373,43267.0,43.4,42.3,45.6,335.0,9217.0,3268.0,5111.0,2082.0,3086.0,154.0,73.0
"Refugio County, Texas",48,391,50338.0,42.3,39.4,43.6,117.0,1386.0,300.0,900.0,469.0,438.0,11.0,22.0
"Van Zandt County, Texas",48,467,50061.0,43.3,42.4,44.3,390.0,10161.0,2513.0,6462.0,2763.0,4419.0,128.0,141.0
"Caldwell County, Texas",48,055,51346.0,35.8,34.3,37.7,634.0,7758.0,2095.0,3315.0,1409.0,2525.0,76.0,96.0
"Wilbarger County, Texas",48,487,43913.0,37.2,36.5,37.6,125.0,2053.0,621.0,1471.0,763.0,1011.0,41.0,10.0
"Reagan County, Texas",48,383,59760.0,33.0,31.5,35.3,100.0,679.0,78.0,319.0,85.0,179.0,12.0,5.0
"Yoakum County, Texas",48,501,62500.0,31.7,31.9,30.9,177.0,1088.0,276.0,659.0,361.0,517.0,38.0,0.0
"Hale County, Texas",48,189,46012.0,33.0,32.2,34.1,539.0,5578.0,1505.0,3059.0,835.0,2324.0,48.0,190.0
"Shelby County, Texas",48,419,38121.0,37.4,36.4,39.0,355.0,4312.0,1267.0,2485.0,859.0,1754.0,133.0,56.0
"Red River County, Texas",48,387,35356.0,45.6,44.7,46.4,102.0,2845.0,630.0,1321.0,569.0,934.0,12.0,53.0
"Runnels County, Texas",48,399,41226.0,41.1,40.4,43.3,106.0,2140.0,375.0,904.0,284.0,1063.0,47.0,23.0
"San Jacinto County, Texas",48,407,43421.0,44.2,42.1,45.0,342.0,7404.0,1863.0,2717.0,698.0,1428.0,116.0,61.0
"Sutton County, Texas",48,435,60996.0,40.2,39.3,40.6,102.0,705.0,80.0,481.0,140.0,460.0,21.0,0.0
"Tom Green County, Texas",48,451,49662.0,34.0,32.4,35.5,1251.0,17416.0,4209.0,12804.0,5597.0,12276.0,822.0,776.0
"Upshur County, Texas",48,459,48796.0,40.7,39.5,42.3,383.0,7412.0,1874.0,4716.0,1932.0,3255.0,108.0,72.0
"Victoria County, Texas",48,469,55740.0,35.7,34.2,37.0,1056.0,15424.0,2932.0,9325.0,5074.0,7819.0,637.0,324.0
"Waller County, Texas",48,473,53506.0,28.8,27.6,29.9,547.0,7092.0,977.0,3962.0,1598.0,3477.0,168.0,187.0
"Wharton County, Texas",48,481,50145.0,37.3,35.8,38.1,693.0,7908.0,818.0,4288.0,2034.0,2560.0,136.0,214.0
"Wichita County, Texas",48,485,45776.0,34.2,32.3,36.7,979.0,20101.0,6578.0,13465.0,6677.0,12916.0,1058.0,509.0
"Wilson County, Texas",48,493,71942.0,40.4,39.3,41.2,447.0,9251.0,1905.0,4870.0,2467.0,4199.0,143.0,298.0
"Borden County, Texas",48,033,77708.0,42.1,37.4,46.2,2.0,89.0,23.0,71.0,29.0,116.0,0.0,0.0
"Hockley County, Texas",48,219,49184.0,33.4,32.1,35.3,344.0,3027.0,1052.0,2580.0,1422.0,1313.0,82.0,68.0
"Marion County, Texas",48,315,36938.0,49.8,49.9,49.5,90.0,2427.0,546.0,1263.0,434.0,778.0,12.0,47.0
"Maverick County, Texas",48,323,37734.0,29.6,28.0,30.9,1225.0,4849.0,1919.0,4428.0,2325.0,2808.0,246.0,1.0
"Midland County, Texas",48,329,75815.0,31.8,30.8,32.8,1763.0,20269.0,5147.0,16677.0,7214.0,19394.0,1621.0,537.0
"Grayson County, Texas",48,181,52683.0,40.2,38.9,41.4,745.0,21146.0,5576.0,16116.0,8198.0,11483.0,801.0,742.0
"Live Oak County, Texas",48,297,51480.0,42.3,39.3,44.2,146.0,2436.0,596.0,1705.0,515.0,722.0,45.0,40.0
"Llano County, Texas",48,299,50524.0,57.1,55.5,57.9,215.0,3362.0,919.0,3097.0,1117.0,2981.0,249.0,195.0
"Palo Pinto County, Texas",48,363,45067.0,41.0,39.1,42.4,227.0,5315.0,1357.0,3244.0,1186.0,2239.0,103.0,87.0
"Fannin County, Texas",48,147,47875.0,41.9,40.1,44.1,201.0,6457.0,1807.0,4323.0,1646.0,2603.0,91.0,248.0
"Karnes County, Texas",48,255,53051.0,35.3,33.3,39.7,244.0,2725.0,1012.0,1548.0,621.0,1031.0,79.0,47.0
"DeWitt County, Texas",48,123,50960.0,41.2,40.3,42.7,157.0,4674.0,1249.0,2319.0,783.0,1423.0,39.0,80.0
"Brazos County, Texas",48,041,43907.0,25.8,25.3,26.6,1843.0,17337.0,4830.0,16663.0,6965.0,23839.0,2515.0,6244.0
"Callahan County, Texas",48,059,40945.0,43.3,40.9,44.4,75.0,3188.0,627.0,1766.0,528.0,1080.0,69.0,23.0
"Cass County, Texas",48,067,41432.0,42.9,41.4,44.0,144.0,8064.0,1548.0,2862.0,1247.0,2248.0,130.0,56.0
"Gaines County, Texas",48,165,58167.0,28.1,27.9,28.3,542.0,2704.0,585.0,989.0,607.0,798.0,32.0,8.0
"Gregg County, Texas",48,183,47970.0,35.4,33.8,37.0,904.0,18338.0,4554.0,15863.0,6302.0,11233.0,867.0,511.0
"Gray County, Texas",48,179,48314.0,36.7,36.3,37.8,136.0,3898.0,1099.0,2795.0,1378.0,1508.0,73.0,32.0
"Madison County, Texas",48,313,44004.0,35.2,31.8,44.7,182.0,2286.0,1415.0,1347.0,435.0,921.0,63.0,38.0
"Lubbock County, Texas",48,303,49078.0,30.7,29.4,32.1,3018.0,36988.0,8283.0,31385.0,10830.0,31162.0,2732.0,3387.0
"Jack County, Texas",48,237,52829.0,40.6,36.4,42.4,92.0,2005.0,595.0,871.0,352.0,415.0,27.0,47.0
"Kaufman County, Texas",48,257,63926.0,35.7,35.1,36.2,1155.0,19308.0,5260.0,10994.0,6018.0,10175.0,380.0,434.0
"Kendall County, Texas",48,259,81023.0,42.4,41.1,43.9,210.0,5087.0,1039.0,4667.0,2272.0,7464.0,700.0,360.0
"Bosque County, Texas",48,035,48677.0,46.5,45.7,47.4,106.0,3693.0,891.0,1952.0,949.0,1596.0,72.0,135.0
"Floyd County, Texas",48,153,48767.0,37.1,36.6,38.0,130.0,800.0,189.0,672.0,286.0,489.0,12.0,16.0
"Bexar County, Texas",48,029,53999.0,33.3,32.0,34.6,22801.0,248198.0,56207.0,194642.0,93741.0,208782.0,21220.0,12814.0
"Bailey County, Texas",48,017,43523.0,35.2,35.6,33.0,125.0,1004.0,192.0,806.0,186.0,478.0,4.0,42.0
"Chambers County, Texas",48,071,74368.0,35.4,35.3,35.4,215.0,6411.0,1072.0,4547.0,2106.0,3492.0,153.0,55.0
"Baylor County, Texas",48,023,36157.0,48.1,45.1,49.2,22.0,581.0,244.0,418.0,232.0,515.0,15.0,15.0
"Bell County, Texas",48,027,52583.0,30.6,29.2,31.9,2668.0,42677.0,11403.0,41749.0,21546.0,32377.0,2913.0,1728.0
"Cameron County, Texas",48,061,36095.0,31.4,29.5,33.4,10995.0,49954.0,11018.0,30498.0,16261.0,29742.0,2129.0,1084.0
"Denton County, Texas",48,121,80290.0,34.9,34.3,35.6,5923.0,78863.0,14323.0,82371.0,37863.0,148204.0,8654.0,6825.0
"Orange County, Texas",48,361,53667.0,37.7,36.3,39.5,416.0,18312.0,3287.0,10786.0,4621.0,6754.0,315.0,159.0
"Hutchinson County, Texas",48,233,50035.0,36.9,36.7,36.9,146.0,3603.0,1037.0,2792.0,1216.0,1412.0,136.0,68.0
"Washington County, Texas",48,477,55793.0,42.0,40.7,44.0,402.0,5936.0,957.0,3168.0,1808.0,3876.0,219.0,261.0
"Morris County, Texas",48,343,40227.0,42.9,41.0,44.0,68.0,2866.0,599.0,1719.0,465.0,893.0,90.0,0.0
"Stephens County, Texas",48,429,45862.0,39.2,36.6,43.9,69.0,1825.0,281.0,907.0,417.0,712.0,50.0,57.0
"Winkler County, Texas",48,495,55000.0,32.6,32.3,32.9,111.0,1014.0,297.0,790.0,294.0,380.0,28.0,2.0
"Harris County, Texas",48,201,57791.0,33.1,32.4,33.9,75209.0,567633.0,100521.0,440662.0,178496.0,559393.0,58022.0,38222.0
"Andrews County, Texas",48,003,70753.0,31.6,30.4,33.0,303.0,3109.0,763.0,1625.0,680.0,663.0,43.0,42.0
"Burnet County, Texas",48,053,57173.0,44.0,42.5,45.4,361.0,8384.0,1248.0,4348.0,2617.0,4998.0,299.0,250.0
"Gillespie County, Texas",48,171,56267.0,50.2,48.2,52.4,164.0,5080.0,593.0,2840.0,967.0,4621.0,428.0,170.0
"Gonzales County, Texas",48,177,47516.0,36.9,35.8,37.6,570.0,4062.0,668.0,1891.0,497.0,1278.0,47.0,68.0
"Dallas County, Texas",48,113,53626.0,33.3,32.5,34.2,39097.0,311807.0,53095.0,243743.0,91567.0,311327.0,35198.0,14777.0
"Lynn County, Texas",48,305,44922.0,38.1,37.2,38.7,106.0,1008.0,230.0,552.0,145.0,523.0,12.0,13.0
"McMullen County, Texas",48,311,71389.0,42.0,42.2,41.6,3.0,149.0,11.0,59.0,9.0,49.0,9.0,0.0
"Young County, Texas",48,503,46351.0,41.5,40.9,42.4,159.0,3131.0,1091.0,1986.0,486.0,1636.0,101.0,24.0
"Zapata County, Texas",48,505,34550.0,29.4,27.3,31.8,98.0,1730.0,283.0,842.0,325.0,651.0,44.0,0.0
"Johnson County, Texas",48,251,60458.0,36.9,35.9,38.0,1337.0,27421.0,7021.0,18064.0,7822.0,13984.0,796.0,585.0
"Hood County, Texas",48,221,60275.0,46.8,45.1,47.7,471.0,9281.0,2460.0,7486.0,2406.0,7260.0,486.0,201.0
"Hopkins County, Texas",48,223,47832.0,39.6,38.7,40.2,289.0,7176.0,1573.0,3635.0,1423.0,2796.0,185.0,96.0
"McLennan County, Texas",48,309,46262.0,33.2,31.7,34.5,2328.0,33245.0,8173.0,23310.0,14750.0,21969.0,1520.0,2275.0
"Ochiltree County, Texas",48,357,50120.0,31.7,30.7,32.9,164.0,1523.0,331.0,988.0,336.0,849.0,31.0,28.0
"King County, Texas",48,269,56964.0,32.7,33.5,30.3,0.0,56.0,13.0,37.0,7.0,30.0,0.0,4.0
"Knox County, Texas",48,275,46319.0,40.6,37.6,43.3,63.0,742.0,121.0,313.0,118.0,383.0,7.0,3.0
"Cherokee County, Texas",48,073,44294.0,38.0,37.2,39.1,672.0,7770.0,2736.0,5061.0,2499.0,4229.0,226.0,228.0
"Concho County, Texas",48,095,46696.0,41.9,39.1,49.8,61.0,721.0,89.0,384.0,78.0,237.0,13.0,7.0
"Delta County, Texas",48,119,42642.0,43.7,41.7,45.7,32.0,1042.0,214.0,634.0,198.0,454.0,7.0,31.0
"Edwards County, Texas",48,137,48462.0,49.1,49.4,47.7,161.0,272.0,202.0,247.0,114.0,308.0,0.0,0.0
"Eastland County, Texas",48,133,32135.0,43.0,40.5,46.8,229.0,3645.0,721.0,2477.0,986.0,1032.0,56.0,48.0
"Jones County, Texas",48,253,48601.0,38.6,36.0,44.6,133.0,3240.0,2624.0,2175.0,521.0,1315.0,32.0,0.0
"Jeff Davis County, Texas",48,243,46534.0,55.3,58.5,52.4,65.0,231.0,29.0,390.0,76.0,326.0,29.0,52.0
"Jim Hogg County, Texas",48,247,31403.0,35.4,29.7,38.4,119.0,926.0,130.0,450.0,193.0,279.0,26.0,0.0
"Jim Wells County, Texas",48,249,41103.0,34.5,33.3,36.3,656.0,7946.0,1382.0,4012.0,1470.0,2246.0,64.0,95.0
"Montgomery County, Texas",48,339,74323.0,36.7,35.8,37.6,3133.0,68064.0,15715.0,54816.0,24857.0,77686.0,6438.0,4782.0
"Dallam County, Texas",48,111,45580.0,32.1,30.2,32.8,121.0,900.0,379.0,566.0,184.0,367.0,0.0,16.0
"Dimmit County, Texas",48,127,31384.0,33.5,33.3,34.2,252.0,1369.0,646.0,993.0,159.0,400.0,8.0,3.0
"Webb County, Texas",48,479,40442.0,28.4,27.0,29.8,5123.0,33491.0,6124.0,16165.0,9367.0,18078.0,1058.0,691.0
"Fort Bend County, Texas",48,157,93645.0,35.8,35.0,36.6,7531.0,67346.0,10452.0,67770.0,32651.0,129438.0,9728.0,10090.0
"Armstrong County, Texas",48,011,68750.0,45.9,43.7,49.8,40.0,276.0,69.0,274.0,162.0,237.0,5.0,4.0
"Castro County, Texas",48,069,44643.0,34.4,35.0,34.1,113.0,1276.0,228.0,785.0,219.0,414.0,28.0,62.0
"Irion County, Texas",48,235,63021.0,45.5,44.0,47.3,9.0,363.0,64.0,240.0,90.0,95.0,8.0,16.0
"Kleberg County, Texas",48,273,41700.0,27.9,26.8,30.0,347.0,3159.0,822.0,2976.0,1105.0,2897.0,26.0,246.0
"Willacy County, Texas",48,489,29104.0,33.4,31.0,35.7,616.0,3998.0,992.0,1541.0,534.0,930.0,30.0,7.0
"Cooke County, Texas",48,097,60027.0,40.5,39.2,41.5,259.0,6073.0,1642.0,4621.0,2077.0,4098.0,309.0,119.0
"Crosby County, Texas",48,107,38674.0,37.7,36.6,38.5,84.0,1117.0,224.0,513.0,190.0,387.0,5.0,5.0
"Dawson County, Texas",48,115,43201.0,33.1,31.3,36.4,396.0,2254.0,775.0,1017.0,289.0,771.0,27.0,13.0
"Fisher County, Texas",48,151,45294.0,44.0,43.8,44.3,65.0,708.0,147.0,419.0,236.0,368.0,9.0,3.0
"Duval County, Texas",48,131,35443.0,36.8,35.5,38.0,147.0,2071.0,379.0,1010.0,466.0,394.0,10.0,10.0
"Burleson County, Texas",48,051,52510.0,42.9,40.5,44.4,213.0,4080.0,929.0,1574.0,638.0,1129.0,95.0,56.0
"Blanco County, Texas",48,031,58500.0,49.5,47.9,50.7,284.0,2069.0,401.0,1406.0,632.0,1453.0,222.0,102.0
"Jasper County, Texas",48,241,41960.0,40.4,39.4,41.9,165.0,9247.0,1472.0,3880.0,1662.0,1653.0,124.0,114.0
"Jefferson County, Texas",48,245,46315.0,36.0,35.2,37.0,2383.0,46316.0,9296.0,30366.0,12634.0,21920.0,1580.0,1193.0
"Kinney County, Texas",48,271,34926.0,41.1,38.3,46.3,2.0,688.0,219.0,291.0,122.0,237.0,9.0,0.0
"Oldham County, Texas",48,359,62426.0,29.9,23.0,35.9,0.0,296.0,41.0,221.0,94.0,227.0,6.0,6.0
"Deaf Smith County, Texas",48,117,51543.0,31.8,30.3,33.4,431.0,2895.0,652.0,1513.0,632.0,1186.0,104.0,23.0
"Galveston County, Texas",48,167,65702.0,37.6,36.4,38.9,2774.0,44108.0,9851.0,36560.0,19307.0,41264.0,4329.0,3225.0
"El Paso County, Texas",48,141,43244.0,31.9,30.1,33.6,15737.0,91748.0,29514.0,88834.0,37885.0,76291.0,5578.0,3260.0
"La Salle County, Texas",48,283,44601.0,33.9,32.2,36.3,115.0,1539.0,463.0,444.0,117.0,548.0,0.0,0.0
"Roberts County, Texas",48,393,79167.0,37.8,40.0,37.3,0.0,156.0,19.0,116.0,36.0,152.0,3.0,6.0
"Terrell County, Texas",48,443,26063.0,47.3,41.0,51.0,18.0,120.0,40.0,158.0,8.0,54.0,0.0,4.0
"Tyler County, Texas",48,457,44396.0,43.0,37.8,48.3,67.0,4922.0,1371.0,2413.0,754.0,1472.0,40.0,29.0
"Uvalde County, Texas",48,463,40781.0,33.8,32.5,35.6,674.0,3349.0,733.0,2381.0,1543.0,1823.0,57.0,84.0
"Wheeler County, Texas",48,483,50910.0,39.4,38.4,40.7,56.0,981.0,165.0,715.0,292.0,429.0,14.0,8.0
"Bowie County, Texas",48,037,46283.0,38.2,36.4,39.8,567.0,17775.0,4746.0,11995.0,4028.0,8340.0,751.0,220.0
"Archer County, Texas",48,009,63192.0,44.8,42.7,46.2,41.0,1753.0,306.0,1202.0,504.0,1122.0,71.0,7.0
"Brewster County, Texas",48,043,38906.0,43.1,43.5,42.9,119.0,1374.0,149.0,1108.0,209.0,1492.0,91.0,104.0
"Kent County, Texas",48,263,52250.0,46.7,44.5,49.2,4.0,85.0,36.0,93.0,14.0,86.0,7.0,0.0
"Hidalgo County, Texas",48,215,37097.0,28.9,27.6,30.3,18323.0,88929.0,18818.0,64597.0,21384.0,59522.0,3963.0,1962.0
"Smith County, Texas",48,423,50742.0,36.6,34.8,38.0,2839.0,28861.0,6658.0,26436.0,13616.0,25104.0,2253.0,1225.0
"Somervell County, Texas",48,425,52346.0,40.6,40.9,39.8,28.0,1473.0,333.0,1137.0,527.0,822.0,91.0,63.0
"Crockett County, Texas",48,105,52310.0,35.5,33.4,38.7,28.0,733.0,125.0,397.0,211.0,166.0,0.0,11.0
"Millard County, Utah",49,027,59312.0,35.5,35.4,35.6,65.0,2142.0,306.0,1476.0,791.0,1241.0,44.0,28.0
"Tooele County, Utah",49,045,66542.0,31.1,30.6,31.7,176.0,9525.0,1382.0,7275.0,3600.0,5980.0,275.0,219.0
"Washington County, Utah",49,053,55175.0,35.9,34.8,37.3,673.0,19803.0,3218.0,19098.0,11449.0,17275.0,1760.0,1641.0
"Kane County, Utah",49,025,50266.0,42.2,38.1,46.2,4.0,1169.0,137.0,961.0,448.0,846.0,40.0,8.0
"Summit County, Utah",49,043,94952.0,38.8,37.8,39.5,165.0,3601.0,215.0,3958.0,1737.0,8638.0,1337.0,705.0
"Grand County, Utah",49,019,46658.0,39.8,40.1,39.7,50.0,1489.0,285.0,1137.0,760.0,1136.0,146.0,42.0
"Piute County, Utah",49,031,41750.0,40.6,40.2,45.5,4.0,401.0,97.0,193.0,75.0,252.0,8.0,0.0
"Rich County, Utah",49,033,52917.0,34.3,32.6,35.0,0.0,410.0,27.0,434.0,133.0,251.0,3.0,23.0
"Wasatch County, Utah",49,051,74552.0,33.3,32.3,34.1,118.0,2849.0,418.0,3379.0,1453.0,4524.0,476.0,199.0
"Beaver County, Utah",49,001,47878.0,33.3,33.1,33.8,12.0,1339.0,133.0,708.0,303.0,486.0,23.0,23.0
"Box Elder County, Utah",49,003,58835.0,32.3,31.4,33.3,218.0,8245.0,1365.0,5811.0,2940.0,4902.0,226.0,168.0
"Iron County, Utah",49,021,45422.0,29.1,28.7,29.3,80.0,5662.0,1000.0,5705.0,2253.0,5330.0,261.0,453.0
"Sanpete County, Utah",49,039,50928.0,31.7,31.8,31.5,62.0,4107.0,453.0,3909.0,1831.0,2109.0,81.0,204.0
"Sevier County, Utah",49,041,50850.0,34.9,33.7,36.4,57.0,3654.0,462.0,2649.0,1389.0,1429.0,71.0,37.0
"Utah County, Utah",49,049,67042.0,24.5,24.4,24.7,1681.0,39228.0,5652.0,56974.0,30485.0,76063.0,4763.0,5125.0
"Weber County, Utah",49,057,62036.0,32.3,31.8,32.8,1566.0,37756.0,5901.0,27511.0,13442.0,24534.0,1215.0,1094.0
"Duchesne County, Utah",49,013,63000.0,30.3,30.4,30.3,75.0,3812.0,354.0,2325.0,1022.0,1203.0,90.0,53.0
"San Juan County, Utah",49,037,42581.0,31.6,29.5,33.8,361.0,2542.0,201.0,1631.0,1058.0,972.0,69.0,32.0
"Salt Lake County, Utah",49,035,67922.0,32.4,31.9,32.9,7319.0,136779.0,20025.0,121618.0,61140.0,147726.0,15083.0,10969.0
"Uintah County, Utah",49,047,67012.0,30.1,29.6,30.4,227.0,6450.0,841.0,4083.0,1528.0,2165.0,150.0,106.0
"Daggett County, Utah",49,009,85000.0,47.3,54.1,37.1,7.0,202.0,12.0,105.0,59.0,35.0,0.0,0.0
"Davis County, Utah",49,011,75961.0,30.6,29.7,31.4,677.0,35755.0,5033.0,37115.0,20836.0,47983.0,3099.0,1612.0
"Wayne County, Utah",49,055,42444.0,40.4,39.1,42.2,13.0,408.0,19.0,385.0,205.0,330.0,0.0,46.0
"Carbon County, Utah",49,007,46994.0,36.4,35.8,37.2,14.0,3095.0,534.0,2860.0,1911.0,1440.0,72.0,95.0
"Emery County, Utah",49,015,51852.0,35.0,34.6,36.0,12.0,1904.0,162.0,1496.0,905.0,741.0,82.0,21.0
"Morgan County, Utah",49,029,86071.0,32.4,30.8,33.1,47.0,1012.0,84.0,1141.0,732.0,1593.0,139.0,83.0
"Cache County, Utah",49,005,53812.0,25.0,25.1,24.9,626.0,11406.0,1405.0,12104.0,4702.0,14861.0,721.0,1677.0
"Garfield County, Utah",49,017,51700.0,41.2,39.7,43.3,9.0,1045.0,83.0,619.0,347.0,534.0,20.0,16.0
"Juab County, Utah",49,023,57590.0,30.7,28.6,32.4,9.0,1945.0,273.0,1125.0,733.0,718.0,44.0,19.0
"Rutland County, Vermont",50,021,52635.0,46.4,44.7,47.8,270.0,13424.0,1559.0,5827.0,3610.0,8137.0,782.0,450.0
"Orleans County, Vermont",50,019,45664.0,45.4,44.5,46.4,109.0,6470.0,1035.0,2701.0,1572.0,2687.0,286.0,146.0
"Grand Isle County, Vermont",50,013,66111.0,48.1,48.1,48.1,7.0,1251.0,149.0,644.0,552.0,1202.0,175.0,97.0
"Orange County, Vermont",50,017,56584.0,45.7,44.5,46.9,122.0,6592.0,810.0,2677.0,1892.0,3702.0,411.0,336.0
"Chittenden County, Vermont",50,007,66906.0,36.6,35.0,38.0,870.0,18473.0,2552.0,11898.0,8839.0,30524.0,4047.0,2940.0
"Lamoille County, Vermont",50,015,54899.0,40.5,40.3,40.7,79.0,3952.0,639.0,2172.0,1813.0,4006.0,431.0,203.0
"Windsor County, Vermont",50,027,56828.0,47.4,46.0,48.7,117.0,11243.0,1493.0,5223.0,3311.0,8535.0,952.0,979.0
"Franklin County, Vermont",50,011,62214.0,39.9,38.7,41.1,224.0,10951.0,1672.0,4152.0,3427.0,5594.0,388.0,341.0
"Caledonia County, Vermont",50,005,47371.0,43.7,42.4,45.3,168.0,7053.0,998.0,2604.0,1778.0,3602.0,455.0,266.0
"Windham County, Vermont",50,025,50831.0,46.8,45.0,48.0,92.0,8201.0,1277.0,4190.0,2379.0,6812.0,752.0,548.0
"Bennington County, Vermont",50,003,52251.0,46.6,44.9,47.9,119.0,6628.0,1164.0,3290.0,2021.0,5409.0,632.0,389.0
"Addison County, Vermont",50,001,61875.0,43.4,42.8,44.1,114.0,7058.0,823.0,2738.0,2095.0,5487.0,581.0,528.0
"Essex County, Vermont",50,009,38767.0,50.0,49.6,50.2,54.0,1914.0,245.0,497.0,489.0,427.0,46.0,12.0
"Washington County, Vermont",50,023,60602.0,43.5,42.0,45.1,178.0,10588.0,1297.0,4490.0,3573.0,9466.0,1319.0,814.0
"Charles City County, Virginia",51,036,55069.0,49.8,49.2,50.4,68.0,1939.0,242.0,646.0,323.0,432.0,44.0,35.0
"Culpeper County, Virginia",51,047,69693.0,38.8,38.0,39.5,370.0,8672.0,1860.0,5069.0,2262.0,4869.0,493.0,243.0
"Dinwiddie County, Virginia",51,053,54640.0,42.9,42.2,43.4,186.0,6345.0,1230.0,2550.0,1506.0,2071.0,69.0,80.0
"Greene County, Virginia",51,079,62952.0,39.6,39.1,40.5,120.0,3588.0,466.0,1629.0,918.0,2023.0,135.0,188.0
"Hanover County, Virginia",51,085,84955.0,42.6,40.7,43.9,472.0,16247.0,2220.0,9951.0,5799.0,17767.0,1244.0,1147.0
"Lunenburg County, Virginia",51,111,39537.0,45.4,44.1,46.7,94.0,2291.0,1058.0,1399.0,593.0,704.0,10.0,27.0
"Orange County, Virginia",51,137,67196.0,41.9,40.1,43.8,187.0,7311.0,1225.0,3521.0,1720.0,3861.0,346.0,139.0
"Emporia city, Virginia",51,595,27426.0,35.9,33.9,38.0,52.0,1045.0,249.0,450.0,351.0,368.0,33.0,30.0
"Wythe County, Virginia",51,197,46119.0,44.4,42.9,46.3,238.0,6549.0,1574.0,2240.0,1904.0,2377.0,249.0,189.0
"Chesapeake city, Virginia",51,550,72214.0,36.6,35.3,38.2,1241.0,33107.0,7167.0,27902.0,14830.0,30660.0,2659.0,1363.0
"Colonial Heights city, Virginia",51,570,50952.0,40.1,38.0,42.7,170.0,3318.0,722.0,2063.0,1089.0,1863.0,99.0,188.0
"Harrisonburg city, Virginia",51,660,43009.0,24.8,25.6,24.0,570.0,5877.0,996.0,3232.0,1727.0,5427.0,449.0,870.0
"Albemarle County, Virginia",51,003,72265.0,38.6,37.2,39.9,742.0,10708.0,1814.0,8125.0,3854.0,18931.0,3786.0,3961.0
"Bland County, Virginia",51,021,46927.0,45.3,43.1,47.6,76.0,1578.0,448.0,779.0,473.0,550.0,30.0,6.0
"Bedford County, Virginia",51,019,59405.0,45.9,45.1,46.8,507.0,14029.0,2985.0,8273.0,4822.0,9826.0,664.0,914.0
"Botetourt County, Virginia",51,023,64733.0,47.2,46.4,48.1,171.0,6890.0,1039.0,3464.0,2293.0,4467.0,270.0,270.0
"Buckingham County, Virginia",51,029,46610.0,42.7,40.8,45.6,376.0,3977.0,1199.0,1462.0,781.0,939.0,94.0,51.0
"Wise County, Virginia",51,195,38255.0,40.3,39.0,42.1,374.0,6849.0,2083.0,4119.0,2098.0,2394.0,267.0,218.0
"Bristol city, Virginia",51,520,37844.0,42.3,39.5,44.3,163.0,3120.0,988.0,1695.0,891.0,1842.0,143.0,86.0
"Covington city, Virginia",51,580,35546.0,44.2,41.4,46.3,36.0,1287.0,358.0,537.0,263.0,343.0,39.0,11.0
"Portsmouth city, Virginia",51,740,48727.0,35.2,32.9,36.9,736.0,14921.0,3687.0,12683.0,5122.0,9067.0,610.0,540.0
"Williamsburg city, Virginia",51,830,54606.0,24.5,24.8,24.0,32.0,1168.0,250.0,702.0,378.0,2022.0,368.0,393.0
"Virginia Beach city, Virginia",51,810,70500.0,35.6,34.0,37.5,2362.0,55324.0,11115.0,55599.0,31997.0,68828.0,6154.0,3114.0
"Alleghany County, Virginia",51,005,46020.0,46.9,45.6,48.3,94.0,3856.0,634.0,1449.0,1157.0,1192.0,67.0,106.0
"Carroll County, Virginia",51,035,41145.0,47.0,44.9,49.0,347.0,6243.0,1269.0,2998.0,2421.0,2310.0,52.0,137.0
"Galax city, Virginia",51,640,31311.0,46.6,44.6,47.8,136.0,1570.0,254.0,651.0,323.0,286.0,77.0,55.0
"Washington County, Virginia",51,191,44844.0,45.5,44.4,46.6,411.0,10015.0,2899.0,5144.0,3593.0,5780.0,562.0,487.0
"Westmoreland County, Virginia",51,193,55688.0,47.6,44.9,49.7,63.0,3666.0,740.0,2103.0,1001.0,1776.0,126.0,92.0
"Northumberland County, Virginia",51,133,56677.0,56.5,55.3,57.8,33.0,2641.0,518.0,1712.0,781.0,1537.0,133.0,129.0
"Page County, Virginia",51,139,46140.0,45.0,44.3,45.7,174.0,5984.0,1724.0,1845.0,906.0,1498.0,78.0,60.0
"Pulaski County, Virginia",51,155,49691.0,46.2,44.8,47.7,208.0,7033.0,1442.0,3509.0,3081.0,3088.0,180.0,191.0
"Warren County, Virginia",51,187,65353.0,40.6,38.9,41.7,195.0,7933.0,1749.0,3483.0,1986.0,3745.0,258.0,110.0
"Alexandria city, Virginia",51,510,93370.0,36.4,36.3,36.6,1554.0,12305.0,1709.0,11656.0,5226.0,34403.0,8578.0,4408.0
"Danville city, Virginia",51,590,34951.0,40.6,37.5,44.2,471.0,6631.0,1572.0,4716.0,2650.0,3438.0,468.0,237.0
"Fredericksburg city, Virginia",51,630,57258.0,29.9,30.8,28.9,166.0,3368.0,464.0,2331.0,888.0,4053.0,467.0,389.0
