Name,State FIPS,County FIPS,Household Income,Median Age,Median Male Age,Median Female Age,No Education,High School,GED,Some College,Associates Degree,Bachelors Degree,Professional Degree,Doctoral Degree
"Ada County, Idaho",16,001,60151.0,36.4,35.7,37.3,1960.0,50214.0,14487.0,48168.0,26887.0,73092.0,6660.0,4485.0
"Bannock County, Idaho",16,005,47390.0,33.2,32.2,34.2,399.0,11316.0,2378.0,10411.0,4793.0,9807.0,986.0,861.0
"Bear Lake County, Idaho",16,007,50603.0,39.3,39.0,39.8,36.0,1348.0,154.0,667.0,350.0,646.0,23.0,18.0
"Bingham County, Idaho",16,011,51307.0,33.3,33.3,33.4,512.0,7273.0,1122.0,5104.0,2468.0,3747.0,251.0,124.0
"Bonneville County, Idaho",16,019,54150.0,32.6,32.0,33.2,653.0,14219.0,3230.0,11699.0,6612.0,13665.0,850.0,944.0
"Camas County, Idaho",16,025,36667.0,47.0,50.9,39.5,0.0,182.0,17.0,151.0,44.0,91.0,6.0,4.0
"Canyon County, Idaho",16,027,46426.0,33.2,32.2,34.1,2504.0,30229.0,10180.0,21030.0,10087.0,16252.0,516.0,725.0
"Clearwater County, Idaho",16,035,41122.0,50.3,47.5,52.5,10.0,1794.0,543.0,1335.0,511.0,824.0,80.0,33.0
"Jefferson County, Idaho",16,051,58055.0,31.3,30.9,31.7,350.0,3782.0,661.0,2284.0,2429.0,2398.0,172.0,96.0
"Latah County, Idaho",16,057,43310.0,28.3,27.4,29.7,24.0,3446.0,629.0,3625.0,1829.0,5765.0,618.0,1029.0
"Custer County, Idaho",16,037,37976.0,53.4,53.4,53.2,4.0,889.0,128.0,592.0,285.0,511.0,12.0,11.0
"Lemhi County, Idaho",16,059,36031.0,52.9,52.5,53.2,53.0,1543.0,375.0,1191.0,463.0,934.0,70.0,38.0
"Payette County, Idaho",16,075,48447.0,38.8,36.7,40.4,153.0,3957.0,1195.0,2526.0,1567.0,1546.0,185.0,61.0
"Benewah County, Idaho",16,009,43472.0,46.5,46.0,47.1,44.0,2100.0,408.0,1149.0,445.0,617.0,43.0,33.0
"Bonner County, Idaho",16,017,45607.0,47.7,47.3,48.1,267.0,7674.0,1659.0,6700.0,2521.0,4627.0,507.0,393.0
"Clark County, Idaho",16,033,31927.0,29.7,27.5,30.6,50.0,162.0,4.0,96.0,29.0,65.0,0.0,19.0
"Elmore County, Idaho",16,039,45154.0,31.4,30.3,32.6,310.0,3623.0,848.0,3343.0,1939.0,2046.0,121.0,70.0
"Fremont County, Idaho",16,043,51806.0,36.7,36.4,37.1,109.0,2149.0,502.0,1402.0,838.0,1220.0,77.0,90.0
"Madison County, Idaho",16,065,33620.0,23.5,24.2,22.7,112.0,2113.0,317.0,3055.0,2746.0,4042.0,352.0,423.0
"Shoshone County, Idaho",16,079,39835.0,47.2,45.7,47.9,35.0,2644.0,762.0,1744.0,843.0,803.0,62.0,19.0
"Idaho County, Idaho",16,049,40299.0,49.5,48.5,50.5,17.0,3523.0,658.0,2112.0,945.0,1596.0,126.0,115.0
"Teton County, Idaho",16,081,55986.0,36.4,36.1,36.5,5.0,1019.0,196.0,1418.0,604.0,2116.0,93.0,93.0
"Power County, Idaho",16,077,47602.0,34.8,36.3,34.4,91.0,1315.0,225.0,626.0,316.0,502.0,129.0,7.0
"Washington County, Idaho",16,087,37521.0,46.1,44.7,47.4,66.0,1870.0,469.0,1319.0,413.0,784.0,46.0,0.0
"Hancock County, Illinois",17,067,51460.0,46.0,43.9,47.7,76.0,4555.0,517.0,1940.0,1659.0,1809.0,81.0,140.0
"Madison County, Illinois",17,119,56536.0,40.0,38.5,41.4,768.0,48088.0,8875.0,31299.0,18499.0,30349.0,2529.0,1682.0
"Grundy County, Illinois",17,063,71598.0,37.5,36.5,38.7,222.0,9868.0,1561.0,5867.0,3008.0,4949.0,227.0,127.0
"Kankakee County, Illinois",17,091,56542.0,37.7,36.4,38.9,1053.0,21011.0,3712.0,12757.0,6142.0,9028.0,656.0,387.0
"Mercer County, Illinois",17,131,55649.0,44.8,43.9,45.5,38.0,4018.0,599.0,1688.0,984.0,1480.0,79.0,24.0
"DuPage County, Illinois",17,043,84442.0,39.1,37.7,40.3,7584.0,105431.0,11695.0,81707.0,45287.0,183959.0,19196.0,11317.0
"Sangamon County, Illinois",17,167,58687.0,40.1,38.4,41.4,703.0,32436.0,5364.0,19498.0,10685.0,29200.0,3647.0,1484.0
"Alexander County, Illinois",17,003,31014.0,42.3,41.3,43.1,58.0,1319.0,287.0,708.0,453.0,374.0,23.0,5.0
"Menard County, Illinois",17,129,62368.0,42.3,40.9,44.2,32.0,2573.0,473.0,1359.0,872.0,1516.0,137.0,83.0
"Randolph County, Illinois",17,157,49717.0,41.5,39.5,45.1,171.0,7775.0,1947.0,3136.0,2072.0,2189.0,179.0,82.0
"Morgan County, Illinois",17,137,49353.0,41.2,39.2,43.8,167.0,8619.0,1250.0,3155.0,1691.0,3430.0,294.0,191.0
"Cook County, Illinois",17,031,59426.0,36.4,35.2,37.6,59445.0,742637.0,98843.0,500380.0,233590.0,796547.0,102530.0,52175.0
"Ogle County, Illinois",17,141,57655.0,41.9,40.3,43.3,268.0,10282.0,1721.0,5526.0,3788.0,4669.0,221.0,152.0
"Macon County, Illinois",17,115,49052.0,41.0,39.4,42.2,682.0,20772.0,4505.0,11449.0,6258.0,10855.0,955.0,521.0
"Stephenson County, Illinois",17,177,46427.0,44.7,43.7,45.9,234.0,10024.0,1463.0,5095.0,3424.0,3909.0,386.0,173.0
"Wayne County, Illinois",17,191,46405.0,43.4,42.5,44.4,96.0,3456.0,832.0,1561.0,1726.0,1129.0,52.0,20.0
"White County, Illinois",17,193,46279.0,43.8,42.1,45.5,66.0,3274.0,534.0,1415.0,1173.0,1008.0,43.0,71.0
"Woodford County, Illinois",17,203,69507.0,39.9,39.2,40.5,34.0,7767.0,859.0,3363.0,2693.0,5802.0,250.0,276.0
"Franklin County, Illinois",17,055,39454.0,42.3,40.6,44.0,227.0,7359.0,1458.0,5005.0,2839.0,2724.0,177.0,99.0
"Henderson County, Illinois",17,071,47428.0,49.2,49.1,49.4,10.0,2069.0,272.0,641.0,466.0,588.0,8.0,4.0
"McDonough County, Illinois",17,109,42911.0,31.3,29.5,33.6,48.0,5036.0,608.0,2298.0,1665.0,3133.0,178.0,739.0
"McHenry County, Illinois",17,111,82230.0,39.9,38.9,40.7,1206.0,48172.0,6319.0,33195.0,18258.0,45497.0,2843.0,1714.0
"McLean County, Illinois",17,113,64573.0,32.7,32.1,33.3,547.0,22460.0,3984.0,12244.0,7699.0,31061.0,2054.0,2154.0
"Moultrie County, Illinois",17,139,53979.0,39.9,38.8,41.5,143.0,2757.0,683.0,1348.0,972.0,1233.0,55.0,48.0
"Perry County, Illinois",17,145,45864.0,41.8,39.7,44.6,70.0,4484.0,1507.0,2157.0,1618.0,1381.0,21.0,79.0
"Pike County, Illinois",17,149,41387.0,42.4,40.7,44.5,142.0,4014.0,531.0,1528.0,791.0,1350.0,29.0,38.0
"Pope County, Illinois",17,151,41139.0,52.2,50.0,54.7,66.0,928.0,169.0,581.0,322.0,307.0,5.0,5.0
"Rock Island County, Illinois",17,161,51426.0,40.0,38.6,41.7,1099.0,25973.0,4913.0,16489.0,9803.0,14918.0,1063.0,691.0
"St. Clair County, Illinois",17,163,51103.0,38.0,36.4,39.6,1678.0,42751.0,8687.0,29614.0,19525.0,28056.0,2289.0,1245.0
"Shelby County, Illinois",17,173,49807.0,44.6,43.1,46.6,84.0,6305.0,823.0,2111.0,1622.0,1768.0,55.0,17.0
"Wabash County, Illinois",17,185,49716.0,42.8,41.1,44.5,67.0,1887.0,567.0,1109.0,1358.0,1055.0,49.0,16.0
"Champaign County, Illinois",17,019,49586.0,29.7,28.4,31.1,746.0,22949.0,3402.0,16930.0,10092.0,26436.0,3442.0,6453.0
"Calhoun County, Illinois",17,013,53641.0,46.5,45.5,46.9,21.0,1448.0,141.0,604.0,345.0,278.0,8.0,11.0
"Cumberland County, Illinois",17,035,50680.0,41.9,41.1,42.9,82.0,2514.0,395.0,1012.0,945.0,773.0,33.0,36.0
"Ford County, Illinois",17,053,50851.0,43.2,40.3,45.1,73.0,3038.0,528.0,1513.0,855.0,1330.0,29.0,14.0
"Jo Daviess County, Illinois",17,085,55532.0,49.4,48.2,50.7,61.0,5371.0,704.0,2692.0,1277.0,2453.0,175.0,66.0
"Kane County, Illinois",17,089,74862.0,36.6,35.6,37.6,6587.0,66450.0,11811.0,47957.0,25138.0,71465.0,4721.0,3213.0
"Kendall County, Illinois",17,093,89860.0,34.5,33.9,35.0,506.0,15494.0,1752.0,13472.0,7760.0,17324.0,710.0,538.0
"Lawrence County, Illinois",17,101,44504.0,41.2,39.2,43.0,100.0,3462.0,937.0,1484.0,1572.0,1026.0,31.0,9.0
"Brown County, Illinois",17,009,56289.0,38.7,38.2,42.4,21.0,1616.0,295.0,668.0,500.0,489.0,26.0,6.0
"Marion County, Illinois",17,121,44679.0,41.8,40.5,43.8,168.0,7555.0,1816.0,4399.0,3266.0,2633.0,189.0,58.0
"Marshall County, Illinois",17,123,55173.0,46.3,44.7,47.2,20.0,3143.0,406.0,1191.0,832.0,1144.0,50.0,20.0
"Mason County, Illinois",17,125,44695.0,45.5,44.7,46.1,118.0,3580.0,786.0,1201.0,980.0,1046.0,34.0,58.0
"Iroquois County, Illinois",17,075,48857.0,44.3,42.9,45.4,130.0,7270.0,1138.0,2921.0,2072.0,1867.0,162.0,87.0
"Christian County, Illinois",17,021,50668.0,42.7,41.0,44.5,165.0,8472.0,1700.0,2999.0,2136.0,2650.0,164.0,132.0
"Clay County, Illinois",17,025,47427.0,44.0,42.8,45.5,128.0,2845.0,609.0,1517.0,1162.0,1037.0,60.0,32.0
"Gallatin County, Illinois",17,059,42450.0,44.8,44.4,45.4,20.0,1300.0,206.0,569.0,352.0,358.0,3.0,29.0
"Jackson County, Illinois",17,077,36008.0,31.1,29.5,32.6,234.0,6860.0,1811.0,5839.0,3034.0,6092.0,717.0,1650.0
"Monroe County, Illinois",17,133,74410.0,42.3,41.1,43.1,40.0,6530.0,816.0,3636.0,2026.0,4572.0,300.0,276.0
"Peoria County, Illinois",17,143,53063.0,37.0,35.6,38.5,902.0,28163.0,5416.0,18072.0,12420.0,23520.0,2406.0,1154.0
"Union County, Illinois",17,181,46716.0,43.5,42.3,44.8,238.0,3306.0,727.0,1799.0,1068.0,1751.0,154.0,64.0
"Winnebago County, Illinois",17,201,51110.0,39.6,38.3,40.8,2606.0,49862.0,12727.0,28799.0,17214.0,27530.0,2508.0,1260.0
"Piatt County, Illinois",17,147,67360.0,43.0,41.8,44.1,23.0,3555.0,430.0,1719.0,1271.0,2214.0,133.0,150.0
"Pulaski County, Illinois",17,153,34655.0,43.3,40.7,46.0,60.0,1305.0,159.0,743.0,374.0,289.0,5.0,19.0
"Schuyler County, Illinois",17,169,47321.0,46.6,46.3,47.5,18.0,1633.0,323.0,821.0,568.0,650.0,36.0,64.0
"Stark County, Illinois",17,175,52284.0,45.0,44.2,45.8,23.0,1316.0,184.0,492.0,482.0,512.0,35.0,11.0
"Edgar County, Illinois",17,045,47873.0,44.5,42.9,46.1,177.0,3773.0,1078.0,1599.0,1532.0,1495.0,62.0,14.0
"Bond County, Illinois",17,005,54393.0,40.4,39.2,43.2,74.0,3695.0,989.0,1375.0,1146.0,1492.0,54.0,103.0
"Boone County, Illinois",17,007,62701.0,38.3,37.5,39.3,606.0,10095.0,2285.0,4759.0,2787.0,4580.0,673.0,242.0
"Bureau County, Illinois",17,011,54271.0,43.7,42.7,45.0,196.0,7922.0,1195.0,3505.0,2516.0,2971.0,298.0,136.0
"Carroll County, Illinois",17,015,50555.0,47.4,46.6,48.1,99.0,3897.0,661.0,1419.0,1018.0,1208.0,108.0,67.0
"Coles County, Illinois",17,029,41907.0,34.3,33.6,35.2,288.0,8311.0,1767.0,4993.0,3577.0,4849.0,309.0,756.0
"Crawford County, Illinois",17,033,47468.0,42.5,41.1,45.1,77.0,3580.0,740.0,2028.0,2259.0,1630.0,109.0,58.0
"Jersey County, Illinois",17,083,56320.0,42.5,41.0,43.3,85.0,4873.0,593.0,2317.0,1926.0,1970.0,78.0,91.0
"Putnam County, Illinois",17,155,64741.0,47.5,45.3,49.1,7.0,1567.0,129.0,621.0,485.0,410.0,45.0,20.0
"De Witt County, Illinois",17,039,55411.0,42.8,41.4,44.4,58.0,3577.0,692.0,1877.0,1023.0,1717.0,65.0,31.0
"Fayette County, Illinois",17,051,44541.0,41.4,39.5,43.6,184.0,5247.0,1124.0,2144.0,1372.0,1316.0,51.0,15.0
"Lee County, Illinois",17,103,58319.0,42.7,40.9,45.1,167.0,7426.0,1388.0,4037.0,2564.0,2727.0,224.0,132.0
"Logan County, Illinois",17,107,58271.0,40.6,39.1,42.5,107.0,6021.0,1469.0,3385.0,1854.0,2965.0,150.0,140.0
"Macoupin County, Illinois",17,117,53890.0,43.1,41.6,44.3,217.0,10531.0,1983.0,4881.0,2862.0,4017.0,316.0,119.0
"Richland County, Illinois",17,159,46454.0,42.3,40.3,44.2,45.0,2752.0,725.0,1408.0,1463.0,1735.0,101.0,30.0
"Saline County, Illinois",17,165,40722.0,42.0,39.0,44.5,144.0,4116.0,1064.0,3180.0,2160.0,1865.0,75.0,80.0
"Washington County, Illinois",17,189,54520.0,43.0,42.1,44.5,103.0,2952.0,491.0,1662.0,1346.0,1381.0,81.0,62.0
"Montgomery County, Illinois",17,135,47807.0,42.4,39.7,45.8,136.0,6712.0,1661.0,3060.0,1886.0,1858.0,108.0,124.0
"Whiteside County, Illinois",17,195,51969.0,42.9,41.9,43.8,490.0,12077.0,2376.0,6021.0,3663.0,4647.0,411.0,174.0
"Adams County, Illinois",17,001,48454.0,41.5,39.6,43.2,244.0,13943.0,2149.0,6992.0,3974.0,6821.0,574.0,283.0
"Clinton County, Illinois",17,027,64543.0,40.4,39.0,42.5,203.0,6990.0,1464.0,3922.0,3108.0,4136.0,203.0,69.0
"DeKalb County, Illinois",17,037,58343.0,30.7,30.1,31.6,413.0,13148.0,2800.0,10067.0,6657.0,11634.0,510.0,978.0
"Edwards County, Illinois",17,047,49632.0,43.6,42.0,44.6,26.0,1442.0,195.0,566.0,910.0,400.0,24.0,7.0
"Jasper County, Illinois",17,079,56523.0,43.0,42.5,43.8,22.0,2199.0,429.0,732.0,1004.0,786.0,48.0,22.0
"Jefferson County, Illinois",17,081,46109.0,40.9,39.7,42.6,140.0,6816.0,1617.0,4152.0,3196.0,2578.0,345.0,197.0
"Vermilion County, Illinois",17,183,44930.0,40.2,38.5,42.0,511.0,17296.0,4646.0,7013.0,5646.0,5532.0,281.0,85.0
"Will County, Illinois",17,197,80782.0,37.3,36.3,38.3,4069.0,104671.0,14821.0,65555.0,36656.0,95679.0,6403.0,4653.0
"Williamson County, Illinois",17,199,48600.0,40.9,40.1,42.0,437.0,11142.0,3131.0,8520.0,5172.0,6288.0,728.0,455.0
"Clark County, Illinois",17,023,52068.0,43.0,41.1,43.8,39.0,3604.0,642.0,1441.0,1453.0,1272.0,57.0,99.0
"Douglas County, Illinois",17,041,52261.0,37.9,37.4,38.7,74.0,3783.0,653.0,1878.0,1087.0,1849.0,94.0,53.0
"Effingham County, Illinois",17,049,54655.0,39.1,37.0,40.9,123.0,7400.0,1083.0,2701.0,3135.0,3741.0,228.0,82.0
"Fulton County, Illinois",17,057,48599.0,42.5,40.0,45.4,142.0,7188.0,1446.0,4180.0,2707.0,3121.0,186.0,105.0
"Greene County, Illinois",17,061,44502.0,42.7,41.6,43.6,44.0,3254.0,706.0,1371.0,838.0,827.0,48.0,23.0
"Hamilton County, Illinois",17,065,47293.0,43.6,42.7,44.9,38.0,1834.0,321.0,958.0,596.0,592.0,18.0,33.0
"Hardin County, Illinois",17,069,39524.0,46.8,44.2,47.9,23.0,985.0,96.0,405.0,359.0,280.0,18.0,2.0
"Henry County, Illinois",17,073,55755.0,42.7,41.2,44.2,106.0,10258.0,1506.0,4723.0,3854.0,5307.0,425.0,105.0
"Johnson County, Illinois",17,087,45743.0,42.5,39.7,46.9,99.0,2238.0,757.0,1506.0,736.0,1022.0,76.0,23.0
"Knox County, Illinois",17,095,41972.0,42.2,39.6,45.3,310.0,10236.0,2526.0,5596.0,3817.0,4094.0,407.0,201.0
"Lake County, Illinois",17,097,82613.0,38.0,36.3,39.6,5813.0,82684.0,13416.0,58950.0,28651.0,118151.0,15091.0,8226.0
"Livingston County, Illinois",17,105,54339.0,41.6,39.6,43.6,241.0,9543.0,1628.0,3630.0,2083.0,2482.0,232.0,189.0
"Massac County, Illinois",17,127,42168.0,43.8,42.0,44.9,135.0,3024.0,513.0,1762.0,1216.0,937.0,26.0,23.0
"Scott County, Illinois",17,171,48542.0,43.7,43.0,44.7,14.0,1632.0,125.0,455.0,309.0,356.0,30.0,13.0
"Tazewell County, Illinois",17,179,60874.0,40.8,39.3,42.1,401.0,25572.0,4626.0,13690.0,10015.0,17038.0,910.0,619.0
"Cass County, Illinois",17,017,50156.0,40.2,38.0,41.8,97.0,3511.0,486.0,908.0,567.0,832.0,52.0,14.0
"Warren County, Illinois",17,187,47278.0,39.1,37.5,40.2,135.0,3303.0,528.0,1314.0,1057.0,1959.0,101.0,149.0
"Monroe County, Indiana",18,105,45689.0,28.8,27.9,29.9,504.0,15165.0,2689.0,10053.0,5592.0,19422.0,2113.0,3978.0
"Fountain County, Indiana",18,045,46669.0,43.0,40.9,44.6,121.0,4350.0,617.0,1728.0,938.0,1074.0,89.0,21.0
"Elkhart County, Indiana",18,039,52449.0,35.4,34.3,36.4,1960.0,37929.0,8134.0,16725.0,8353.0,15620.0,1385.0,600.0
"Starke County, Indiana",18,149,45526.0,41.7,41.6,41.8,112.0,5141.0,1185.0,1933.0,1571.0,1193.0,65.0,88.0
"Crawford County, Indiana",18,025,40067.0,43.7,43.7,43.8,96.0,2782.0,761.0,861.0,502.0,486.0,52.0,15.0
"Cass County, Indiana",18,017,45558.0,40.5,39.0,42.3,515.0,8732.0,1497.0,3464.0,2511.0,2334.0,95.0,141.0
"Greene County, Indiana",18,055,49648.0,42.8,42.4,43.2,134.0,7692.0,1565.0,3289.0,2518.0,2102.0,197.0,38.0
"Marion County, Indiana",18,097,44869.0,34.3,33.2,35.3,7895.0,142375.0,29920.0,90482.0,44118.0,118164.0,12789.0,6730.0
"Wayne County, Indiana",18,177,41813.0,41.1,39.3,43.1,405.0,14370.0,2956.0,6053.0,3939.0,4901.0,463.0,398.0
"Grant County, Indiana",18,053,42046.0,39.9,39.2,40.8,296.0,15146.0,3025.0,6077.0,3691.0,4637.0,330.0,366.0
"LaSalle County, Illinois",17,099,54693.0,41.8,40.6,43.5,632.0,24228.0,3842.0,12432.0,7375.0,9067.0,808.0,478.0
"Clay County, Indiana",18,021,50924.0,40.9,40.4,41.5,183.0,7122.0,1006.0,2276.0,2071.0,2031.0,183.0,59.0
"Hendricks County, Indiana",18,063,74245.0,37.6,36.8,38.6,569.0,25609.0,3384.0,15237.0,9898.0,24513.0,1530.0,1130.0
"Dubois County, Indiana",18,037,57307.0,40.2,39.1,41.5,290.0,10273.0,703.0,3170.0,3610.0,4394.0,260.0,91.0
"Franklin County, Indiana",18,047,55588.0,42.3,41.2,42.8,60.0,5877.0,763.0,1515.0,1526.0,2001.0,68.0,154.0
"Hancock County, Indiana",18,059,70973.0,40.2,39.1,41.9,223.0,13402.0,2654.0,6746.0,4842.0,10029.0,653.0,284.0
"Jackson County, Indiana",18,071,49080.0,38.2,37.6,39.2,195.0,10817.0,2151.0,3483.0,2429.0,3112.0,172.0,110.0
"Howard County, Indiana",18,067,47958.0,41.5,39.2,42.8,583.0,17607.0,3335.0,9086.0,5001.0,7467.0,668.0,180.0
"Ohio County, Indiana",18,115,58359.0,46.8,46.0,48.3,71.0,1587.0,352.0,506.0,477.0,384.0,20.0,20.0
"Owen County, Indiana",18,119,48315.0,44.6,44.2,45.1,117.0,5078.0,1333.0,2215.0,991.0,1024.0,158.0,38.0
"Parke County, Indiana",18,121,44643.0,42.2,42.4,42.1,191.0,4220.0,924.0,1532.0,1103.0,1056.0,30.0,35.0
"Randolph County, Indiana",18,135,44985.0,42.1,40.9,43.2,135.0,6607.0,893.0,2163.0,1408.0,1368.0,81.0,92.0
"Whitley County, Indiana",18,183,57041.0,41.0,39.5,42.8,150.0,8108.0,1310.0,3016.0,2283.0,2880.0,213.0,98.0
"Benton County, Indiana",18,007,49183.0,40.9,37.9,42.8,31.0,2262.0,328.0,864.0,439.0,744.0,29.0,11.0
"Brown County, Indiana",18,013,59292.0,49.3,47.4,50.6,51.0,3131.0,773.0,1627.0,877.0,1421.0,180.0,88.0
"Clinton County, Indiana",18,023,51659.0,38.2,36.8,39.7,228.0,8064.0,1429.0,2450.0,1621.0,2297.0,115.0,26.0
"Putnam County, Indiana",18,133,55295.0,37.8,37.0,39.6,233.0,8627.0,2029.0,3522.0,2158.0,2210.0,190.0,366.0
"Union County, Indiana",18,161,45531.0,43.3,38.6,45.3,2.0,2050.0,304.0,660.0,263.0,582.0,36.0,41.0
"Washington County, Indiana",18,175,46861.0,41.2,40.0,43.1,163.0,7051.0,1602.0,2500.0,1671.0,1425.0,89.0,46.0
"Daviess County, Indiana",18,027,48355.0,34.6,32.7,36.7,375.0,5990.0,954.0,1956.0,2187.0,1875.0,103.0,51.0
"Dearborn County, Indiana",18,029,62905.0,42.7,41.9,43.2,225.0,11726.0,1875.0,4796.0,3157.0,4855.0,387.0,130.0
"Henry County, Indiana",18,065,46131.0,42.2,40.6,44.4,298.0,12017.0,3022.0,4580.0,2688.0,3791.0,259.0,170.0
"Knox County, Indiana",18,083,44837.0,38.1,35.2,41.5,115.0,7292.0,1466.0,3190.0,4205.0,2532.0,148.0,194.0
"Lawrence County, Indiana",18,093,49985.0,42.6,41.5,44.2,220.0,11162.0,2327.0,4321.0,3450.0,3195.0,186.0,191.0
"Madison County, Indiana",18,095,45432.0,40.2,38.8,41.9,687.0,29160.0,5835.0,13347.0,7966.0,10584.0,648.0,501.0
"Perry County, Indiana",18,123,49689.0,41.9,39.6,44.1,158.0,5081.0,1542.0,1255.0,1286.0,1002.0,153.0,54.0
"Pike County, Indiana",18,125,50196.0,43.9,43.4,44.1,71.0,3265.0,484.0,1172.0,946.0,739.0,40.0,9.0
"Pulaski County, Indiana",18,131,47633.0,41.8,40.6,43.4,121.0,3640.0,487.0,1430.0,519.0,727.0,56.0,12.0
"Posey County, Indiana",18,129,60992.0,42.5,42.1,43.2,61.0,6132.0,581.0,2960.0,2016.0,2388.0,232.0,114.0
"Steuben County, Indiana",18,151,52749.0,42.7,42.2,43.3,104.0,7794.0,1043.0,3242.0,2422.0,3003.0,192.0,182.0
"Warren County, Indiana",18,171,58950.0,44.6,44.2,44.8,47.0,2285.0,306.0,586.0,647.0,767.0,63.0,54.0
"Vermillion County, Indiana",18,165,45440.0,43.2,41.4,45.0,44.0,4282.0,772.0,1491.0,1109.0,985.0,38.0,28.0
"Wells County, Indiana",18,179,53038.0,39.8,38.1,42.2,88.0,6567.0,724.0,2739.0,2364.0,2368.0,147.0,81.0
"Floyd County, Indiana",18,043,59451.0,39.9,38.9,40.7,480.0,13770.0,2289.0,7484.0,4460.0,9263.0,850.0,415.0
"Allen County, Indiana",18,003,51091.0,35.7,34.8,36.8,2615.0,59281.0,10009.0,36932.0,24393.0,42678.0,3936.0,1748.0
"Decatur County, Indiana",18,031,52270.0,38.8,37.7,39.7,93.0,6688.0,1089.0,2087.0,1534.0,2281.0,217.0,75.0
"Delaware County, Indiana",18,035,41208.0,35.4,33.9,37.2,593.0,20930.0,3965.0,10700.0,6383.0,9852.0,835.0,1250.0
"Miami County, Indiana",18,103,46666.0,39.9,38.3,41.2,277.0,8399.0,1836.0,3936.0,2124.0,1944.0,114.0,90.0
"Jefferson County, Indiana",18,077,50722.0,40.6,40.3,40.9,156.0,7140.0,1743.0,3312.0,1896.0,2324.0,115.0,187.0
"Jennings County, Indiana",18,079,48362.0,39.6,39.0,41.0,230.0,7328.0,1269.0,2542.0,1467.0,1375.0,16.0,21.0
"Johnson County, Indiana",18,081,65272.0,37.3,36.4,38.4,671.0,26131.0,5051.0,13374.0,8672.0,20575.0,1334.0,843.0
"Morgan County, Indiana",18,109,60317.0,41.5,40.4,42.2,392.0,16733.0,3002.0,6182.0,4942.0,5093.0,322.0,127.0
"Gibson County, Indiana",18,051,51149.0,40.5,38.8,42.5,144.0,8075.0,1181.0,3086.0,2878.0,2568.0,121.0,124.0
"Newton County, Indiana",18,111,52193.0,42.5,42.4,43.0,104.0,3845.0,647.0,1521.0,874.0,744.0,45.0,20.0
"Orange County, Indiana",18,117,42803.0,41.3,40.4,42.8,189.0,5121.0,1014.0,1601.0,807.0,960.0,46.0,41.0
"St. Joseph County, Indiana",18,141,48121.0,36.5,35.4,37.7,1712.0,44929.0,8646.0,24281.0,13527.0,30387.0,3033.0,3136.0
"Kosciusko County, Indiana",18,085,57190.0,38.0,36.6,39.3,644.0,15694.0,2680.0,6101.0,3956.0,7526.0,494.0,314.0
"Marshall County, Indiana",18,099,51869.0,39.8,38.1,41.2,219.0,10461.0,1758.0,3366.0,2608.0,3823.0,364.0,112.0
"Switzerland County, Indiana",18,155,43468.0,40.0,39.5,40.5,104.0,2995.0,488.0,783.0,517.0,451.0,8.0,23.0
"Vanderburgh County, Indiana",18,163,44815.0,37.9,36.8,39.5,909.0,34499.0,5761.0,18573.0,10822.0,20697.0,1773.0,1054.0
"Blackford County, Indiana",18,009,40622.0,43.7,42.6,46.0,53.0,3829.0,468.0,1046.0,696.0,506.0,40.0,59.0
"Carroll County, Indiana",18,015,56188.0,42.3,41.0,43.7,119.0,5081.0,711.0,2113.0,1211.0,1528.0,109.0,62.0
"Scott County, Indiana",18,143,49243.0,40.7,39.9,41.2,125.0,5719.0,1111.0,2229.0,1468.0,1279.0,92.0,87.0
"Harrison County, Indiana",18,061,53897.0,42.7,41.6,43.4,124.0,9790.0,1920.0,3835.0,2226.0,2893.0,127.0,42.0
"Huntington County, Indiana",18,069,50063.0,40.3,39.1,41.6,190.0,9099.0,1714.0,3125.0,2313.0,2771.0,144.0,192.0
"LaPorte County, Indiana",18,091,49921.0,40.2,38.2,42.6,578.0,23930.0,6061.0,11424.0,6969.0,8931.0,803.0,432.0
"Wabash County, Indiana",18,169,49052.0,42.0,40.8,43.7,159.0,8052.0,1105.0,2735.0,1708.0,2388.0,171.0,162.0
"White County, Indiana",18,181,51404.0,42.0,40.7,43.3,103.0,5963.0,929.0,2474.0,1667.0,1781.0,100.0,18.0
"Jasper County, Indiana",18,073,56574.0,39.0,38.2,39.9,222.0,8134.0,1234.0,3395.0,1905.0,2132.0,179.0,72.0
"Jay County, Indiana",18,075,42878.0,39.8,37.3,41.7,170.0,5805.0,832.0,1586.0,1065.0,916.0,41.0,51.0
"Martin County, Indiana",18,101,49372.0,42.0,41.3,43.6,40.0,2584.0,453.0,718.0,922.0,457.0,33.0,51.0
"Porter County, Indiana",18,127,65979.0,39.4,38.2,40.5,589.0,34578.0,4468.0,16838.0,10794.0,19582.0,1823.0,1458.0
"Shelby County, Indiana",18,145,57216.0,41.3,40.4,42.3,139.0,11113.0,2079.0,3521.0,2480.0,3670.0,260.0,122.0
"Ripley County, Indiana",18,137,53698.0,40.6,39.4,41.8,163.0,7292.0,990.0,2179.0,1641.0,2350.0,168.0,75.0
"Spencer County, Indiana",18,147,55280.0,43.2,42.5,44.1,97.0,5659.0,732.0,1779.0,1462.0,1479.0,101.0,94.0
"Sullivan County, Indiana",18,153,45031.0,41.4,40.4,42.8,67.0,5497.0,1023.0,1781.0,1867.0,1271.0,54.0,16.0
